112955,2013-01-30 07:40:00,8
112955,2013-01-30 07:40:00,8
112955,2013-01-30 07:40:00,8
112955,2013-01-26 16:00:00,8
112955,2013-01-22 19:00:00,8
112955,2013-01-19 13:50:00,8
112955,2013-01-22 18:00:00,8
112955,2013-01-22 18:00:00,8
112955,2013-01-22 18:20:00,8
112955,2013-01-22 18:00:00,8
112955,2013-01-22 18:00:00,8
112955,2013-01-22 18:50:00,8
112955,2013-01-07 09:00:00,8
112955,2013-01-01 15:50:00,8
112955,2013-01-11 21:10:00,8
112955,2013-01-22 11:50:00,8
112955,2013-01-22 11:50:00,8
112955,2013-01-22 11:50:00,8
112955,2013-01-22 22:00:00,8
112955,2013-01-22 22:40:00,8
112955,2013-01-22 22:40:00,8
112955,2013-01-21 20:40:00,8
112955,2013-01-21 20:40:00,8
112955,2013-01-21 20:40:00,8
112955,2013-01-29 22:40:00,8
112955,2013-01-29 22:40:00,8
112955,2013-01-09 19:20:00,8
112955,2013-01-28 20:50:00,8
112955,2013-01-22 23:00:00,8
112955,2013-01-28 18:20:00,8
112955,2013-01-28 18:30:00,8
112955,2013-01-28 18:30:00,8
112955,2013-01-29 16:10:00,8
112955,2013-01-29 16:10:00,8
112955,2013-01-10 15:10:00,8
112955,2013-01-29 18:20:00,8
112955,2013-01-29 18:10:00,8
112955,2013-01-29 18:20:00,8
112955,2013-01-19 14:00:00,8
112955,2013-01-19 14:10:00,8
112955,2013-01-23 18:10:00,8
112955,2013-01-11 06:00:00,8
112955,2013-01-22 09:20:00,8
112955,2013-01-29 13:40:00,8
112955,2013-01-29 13:30:00,8
112955,2013-01-29 13:30:00,8
112955,2013-01-29 13:20:00,8
112955,2013-01-29 17:30:00,8
112955,2013-01-28 17:50:00,8
112955,2013-01-28 17:50:00,8
112955,2013-01-10 18:00:00,8
112955,2013-01-30 23:10:00,8
112955,2013-01-01 08:10:00,7
112955,2013-01-28 11:00:00,7
112955,2013-01-25 12:40:00,7
112955,2013-01-05 16:40:00,8
112955,2013-01-04 15:10:00,8
112955,2013-01-08 09:40:00,8
112955,2013-01-08 09:40:00,8
112955,2013-01-08 09:40:00,8
112955,2013-01-08 09:50:00,8
112955,2013-01-08 09:50:00,8
112955,2013-01-08 09:50:00,8
112955,2013-01-21 09:30:00,8
112955,2013-01-21 09:30:00,8
112955,2013-01-05 14:10:00,8
112955,2013-01-09 13:20:00,8
112955,2013-01-08 10:00:00,8
112955,2013-01-08 10:00:00,8
112955,2013-01-08 10:00:00,8
112955,2013-01-08 10:00:00,8
112955,2013-01-08 10:00:00,8
112955,2013-01-10 15:50:00,8
112955,2013-01-23 15:40:00,8
112955,2013-01-30 23:10:00,8
112955,2013-01-30 23:20:00,8
112955,2013-01-04 20:00:00,8
112955,2013-01-04 20:00:00,8
